,Height,Weight,Gender_,ne_sco_train,ne_sco_test,squr_error_reg,ne_sco_tr,ne_sco_te,reg_sco_te,reg_sco_tr,abs_error_reg,sqrt_error_knn,abs_error_knn
56,68.35305665,189.7102099,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
57,70.77445907,192.1248473,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
58,71.21592367,198.1984641,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
59,70.01336535,209.5264998,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
60,71.40318222,198.7597927,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
61,69.55200509,198.0795237,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
62,73.81853456,195.2906122,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
63,66.99688275,164.943303,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
64,71.41846589,179.8639023,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
65,65.27930021,155.2504207,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
66,68.27419147,184.5193912,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
67,72.76536995,220.6780415,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
68,68.0993798,183.3126553,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
69,68.89670607,196.4513123,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
70,69.28950996,184.5956083,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
71,70.52322452,207.5328385,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
72,69.66372523,177.2009288,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
73,67.59526881,163.1080022,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
74,72.50812038,216.2182301,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
75,71.2529856,204.6554938,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
76,71.80918689,200.9205712,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
77,72.24516548,220.9017699,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
78,66.51262766,196.4498603,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
79,66.029034,168.64081,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
80,67.57715394,181.432713,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
81,68.2465686,198.6586733,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
82,73.826127,237.9167359,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
83,69.80246436,173.0412559,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
84,65.95957778,160.6839166,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
85,71.07901758,188.6029191,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
86,66.59619654,208.345694,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
87,68.95153509,193.4351185,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
88,68.24446179,174.1096938,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
89,72.31682512,197.3685892,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
90,71.81542045,201.6206667,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
91,65.23704952,181.0119732,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
92,70.64053009,182.122486,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
93,64.7319256,177.5492634,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
94,67.10355118,164.9745807,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
95,65.11748489,165.7171122,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
96,71.70123402,193.0941635,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
97,66.83287821,180.683887,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
98,66.47127526,172.7737229,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
99,69.41152622,177.4706162,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
100,70.05217747,200.8187373,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
101,66.74360465,167.7397753,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
102,66.27432912,154.3956248,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
103,68.32844799,177.9847286,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
104,70.0758882,183.938857,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
105,68.73298815,179.2047821,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
106,67.55605126,158.5679874,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
107,66.25363253,166.5035316,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
108,69.18220268,171.9836776,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
109,67.60910494,174.3641824,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
110,69.29273802,187.7453519,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
111,68.19068401,201.4879624,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
112,71.6070858,204.9270121,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
113,69.19685751,178.6855465,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
114,67.26196098,164.0144277,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
115,73.6851934,223.2700044,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
116,69.53721501,202.9583063,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
117,68.31155984,189.3917856,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
118,67.73896347,178.1705556,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
119,71.7057626,223.2993352,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
120,63.6322646,167.0287067,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
121,68.72119846,180.468682,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
122,66.94934165,164.4391456,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
123,62.70698974,149.9696184,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
124,72.25840892,192.9102666,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
125,70.90865306,201.8839987,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
126,67.6098436,179.868026,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
127,70.80155896,196.4677247,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
128,69.30476905,187.5516495,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
129,66.24289834,171.6931597,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
130,67.49219298,191.6996048,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
131,65.80624829,165.8506478,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
132,71.44370566,185.6627413,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
133,68.46440582,178.2818007,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
134,63.9879246,150.9790513,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
135,71.00189769,209.9293234,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
136,68.13972419,174.1578043,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
137,68.39540025,179.8789771,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
138,68.09621975,167.7471412,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
139,68.14059036,183.0446604,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
140,68.86009031,169.5568208,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
141,66.14885254,173.4316727,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
142,66.20603205,180.8895546,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
143,67.43212021,183.5089329,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
144,69.47110603,205.9779102,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
145,70.51585969,183.7598452,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
146,71.33837604,201.9544955,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
147,71.00194477,216.1200947,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
148,66.20234771,159.3903237,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
149,72.54330705,210.3364247,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
150,67.47935176,178.6183502,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
151,65.35041056,65.78,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
152,70.84406242,195.937015,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
153,69.93847526,170.1758538,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
154,64.73981548,169.6540541,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
155,69.30840288,198.3786936,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
156,68.83846286,179.9077169,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
157,61.93732327,147.2636865,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
158,68.59333554,176.9842511,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
159,65.21857558,185.4677884,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
160,64.33364811,68.64,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
161,68.7489067,169.8274774,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
162,72.4896554,198.5816982,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
163,67.23393092,203.3503393,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
164,67.26360484,193.2176727,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
165,65.11850428,178.1349452,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
166,66.26282004,162.7795834,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
167,67.70167966,159.2865106,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
168,65.53069597,172.114312,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
169,69.86896981,201.8370426,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
170,68.48187536,170.3523296,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
171,72.21396335,205.3897607,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
172,68.17953269,169.7877681,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
173,71.98120654,200.4373105,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
174,66.06513673,178.588954,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
175,66.65616417,168.0140297,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
176,67.5994242,177.7664258,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
177,68.24594409,193.277624,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
178,64.80862144,162.3795406,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
179,67.49221827,183.3838244,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
180,68.18073071,181.0560953,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
181,69.5533849,210.871799,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
182,66.40224967,165.5684991,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
183,66.59215711,196.1484498,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
184,71.93588658,202.0464252,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
185,68.28704173,170.4136025,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
186,69.9554512,201.9480853,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
187,71.85112915,193.3869846,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
188,65.75549864,179.8556896,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
189,67.03185208,156.489935,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
190,76.70983486,235.0354188,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
191,72.57112137,230.560535,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
192,69.7288049,203.895655,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
193,72.799224,218.2163966,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
194,72.53935407,222.6671779,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
195,72.29474338,208.4748659,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
196,67.25332482,180.77978,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
197,75.94446038,231.9247485,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
198,66.31623192,170.5938581,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
199,71.15605349,188.2714563,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
200,71.19220229,196.0615292,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
201,72.19751201,214.6035842,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
202,75.14082143,224.1242713,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
203,64.41152936,158.5793973,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
204,64.73442436,166.5011147,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
205,63.41458714,160.1406156,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
206,67.84866523,176.1726343,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
207,65.93178483,174.4852947,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
208,70.96655044,193.9064988,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
209,67.58074728,186.9916067,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
210,68.58927044,173.5957961,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
211,70.32475344,193.3465603,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
212,72.39448041,208.436509,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
213,70.82085671,206.0329778,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
214,65.90330126,172.575231,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
215,74.79537502,232.6354028,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
216,67.68091903,177.2401455,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
217,67.15596277,175.6466902,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
218,71.77484122,212.6261023,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
219,64.66523194,166.969204,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
220,68.12276836,196.4144153,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
221,66.78692724,165.4312422,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
222,66.80584984,176.5658186,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
223,67.8860138,174.6520347,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
224,69.17357692,195.2375293,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
225,70.22492333,205.6844384,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
226,64.85579918,158.3414424,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
227,67.82109327,169.0810083,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
228,63.44024747,135.6558759,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
229,71.84843485,218.1574695,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
230,66.72807365,155.8995413,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
231,71.96830565,201.5281774,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
232,76.02134748,235.9260606,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
233,71.47610128,195.3926176,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
234,67.36980864,176.6361636,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
235,70.55524376,198.4602486,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
236,69.86710128,185.71691,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
237,67.94757004,177.3477798,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
238,74.10455886,215.7597035,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
239,69.1678363,187.0224203,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
240,66.55722857,171.5878843,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
241,66.70160499,172.8398091,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
242,67.24606495,168.2802869,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
243,69.05138548,163.8204889,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
244,70.67274718,190.0234342,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
245,65.49899512,156.8699517,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
246,65.18722085,172.6064826,1,0.93,0.86,99.43,0.93,0.86,0.9,0.89,7.91,132.56,9.12
